deliver_time,discount,deliver_way,category,sub_category,maker,price,main_user,area_div,province_div,city_div,profit_money,profit
3.727272727272727,0.1454545454545454,3.363636363636364,1,1,1,108.05699855699856,100,0.1224489795918367,0.1836734693877551,0.2244897959183673,-21.09090909090909,-0.0945454545454545
4.25,0.0,3.5,1,2,2,62.60416666666666,100,0.2727272727272727,0.3636363636363636,0.3636363636363636,58.75,0.34
4.0,0.1666666666666666,3.5,1,3,3,26.61150793650793,101,0.0769230769230769,0.173076923076923,0.2307692307692307,36.41666666666666,0.3341666666666666
2.25,0.3,2.5,1,1,4,133.75,1,0.3636363636363636,0.3636363636363636,0.3636363636363636,34.75,0.0274999999999999
2.571428571428572,0.1142857142857143,2.7142857142857144,1,4,5,458.6031746031746,101,0.1666666666666666,0.25,0.2916666666666667,497.8571428571428,0.2857142857142857
4.5,0.1,4.0,2,5,6,1236.642857142857,101,0.1363636363636363,0.1818181818181818,0.1818181818181818,1941.25,0.23
3.555555555555556,0.2222222222222222,3.2222222222222223,1,3,7,240.0,1,0.2083333333333333,0.3333333333333333,0.375,81.0,0.1211111111111111
4.125,0.1125,3.125,3,6,8,2164.9861111111118,100,0.1212121212121212,0.2424242424242424,0.2424242424242424,1766.625,0.185
4.0,0.0,4.0,1,7,9,117.63333333333333,100,0.25,0.25,0.25,37.5,0.08
4.6,0.08,3.8,1,8,10,76.80111111111111,1,0.25,0.3125,0.3125,31.4,0.082
4.333333333333333,0.0,3.6666666666666665,2,5,11,217.04761904761904,110,0.25,0.25,0.25,8.333333333333334,0.01
4.571428571428571,0.1142857142857143,3.7142857142857135,2,9,12,592.2857142857143,100,0.1818181818181818,0.2272727272727272,0.3181818181818182,265.85714285714283,0.13
4.428571428571429,0.0,4.0,1,2,13,227.9617346938776,100,0.09375,0.1875,0.21875,135.14285714285714,0.13
3.6666666666666665,0.0,3.6666666666666665,2,10,14,265.35555555555555,100,0.1818181818181818,0.1818181818181818,0.2727272727272727,252.66666666666663,0.26
3.4,0.16,3.2,2,11,15,2968.333333333333,1,0.3333333333333333,0.4444444444444444,0.5555555555555556,1614.4,0.3399999999999999
4.125,0.25,3.25,1,4,5,2461.070436507937,100,0.1724137931034483,0.2413793103448276,0.2758620689655172,-698.5,-0.17375
3.75,0.0,3.0,1,12,16,28.291666666666664,100,0.1818181818181818,0.2727272727272727,0.3636363636363636,35.0,0.45
4.166666666666667,0.1333333333333333,3.6666666666666665,2,10,17,332.9795574795575,101,0.1111111111111111,0.1851851851851851,0.2222222222222222,577.6666666666666,0.34
3.2857142857142856,0.1714285714285714,3.2857142857142856,1,1,18,85.56984126984128,100,0.1724137931034483,0.2413793103448276,0.2413793103448276,16.285714285714285,0.0742857142857142
4.111111111111111,0.1333333333333333,3.555555555555556,1,3,19,27.64567901234568,100,0.1071428571428571,0.3214285714285714,0.3214285714285714,-11.0,-0.1999999999999999
2.6666666666666665,0.1333333333333333,3.0,1,3,3,66.1388888888889,100,0.0833333333333333,0.25,0.25,49.333333333333336,0.17
3.25,0.0,3.0,2,11,20,304.8244047619048,101,0.1578947368421052,0.1578947368421052,0.1578947368421052,650.75,0.45
3.6666666666666665,0.1333333333333333,3.0,2,9,21,1491.3333333333333,100,0.16,0.24,0.24,720.5,0.0966666666666666
3.333333333333333,0.0666666666666666,3.0,1,1,22,135.0,11,0.0833333333333333,0.2083333333333333,0.25,156.66666666666666,0.3783333333333333
5.285714285714286,0.1714285714285714,3.857142857142857,3,13,23,682.6253968253968,1,0.1666666666666666,0.2083333333333333,0.2083333333333333,187.28571428571428,0.0114285714285714
5.333333333333333,0.1166666666666666,3.5,3,6,24,669.2592592592594,1,0.1764705882352941,0.2941176470588235,0.3529411764705882,592.1666666666666,0.3366666666666666
5.285714285714286,0.2285714285714286,3.7142857142857135,1,8,25,66.18253968253967,1,0.2352941176470588,0.3529411764705882,0.4117647058823529,14.428571428571429,0.0985714285714285
4.75,0.2,3.0,1,8,26,51.88541666666667,101,0.125,0.1666666666666666,0.1666666666666666,28.5,0.01
4.333333333333333,0.2666666666666666,3.0,2,10,27,1153.5555555555557,1,0.6666666666666666,1.0,1.0,119.0,0.09
4.0,0.1333333333333333,3.333333333333333,3,14,28,88.27777777777779,101,0.6,0.6,0.6,28.0,0.2033333333333333
